lecture,slide_id,concepts_single,concepts_multi,concept_coverage_loss,concept_jaccard_single_vs_multi,triples_single,triples_multi,triple_coverage_loss,triple_jaccard_single_vs_multi
Lecture 1,Slide1,2,5,0.6,0.4,1,1,0.0,1.0
Lecture 1,Slide10,1,4,0.75,0.25,4,5,0.2,0.8
Lecture 1,Slide11,6,9,0.3333333333333333,0.6666666666666666,3,4,0.25,0.75
Lecture 1,Slide12,5,8,0.375,0.625,3,5,0.4,0.6
Lecture 1,Slide13,7,9,0.2222222222222222,0.7777777777777778,1,2,0.5,0.5
Lecture 1,Slide14,1,4,0.75,0.25,1,1,0.0,1.0
Lecture 1,Slide15,5,7,0.2857142857142857,0.7142857142857143,1,2,0.5,0.5
Lecture 1,Slide16,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 1,Slide17,5,7,0.2857142857142857,0.7142857142857143,1,1,0.0,1.0
Lecture 1,Slide18,6,9,0.3333333333333333,0.6666666666666666,0,0,0.0,1.0
Lecture 1,Slide19,4,7,0.42857142857142855,0.5714285714285714,0,0,0.0,1.0
Lecture 1,Slide2,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 1,Slide20,2,13,0.8461538461538461,0.15384615384615385,0,0,0.0,1.0
Lecture 1,Slide21,5,11,0.5454545454545454,0.45454545454545453,1,1,0.0,1.0
Lecture 1,Slide22,3,7,0.5714285714285714,0.42857142857142855,3,3,0.0,1.0
Lecture 1,Slide23,1,13,0.9230769230769231,0.07692307692307693,1,2,0.5,0.5
Lecture 1,Slide24,5,11,0.5454545454545454,0.45454545454545453,1,1,0.0,1.0
Lecture 1,Slide25,4,8,0.5,0.5,1,1,0.0,1.0
Lecture 1,Slide26,2,4,0.5,0.5,2,3,0.3333333333333333,0.6666666666666666
Lecture 1,Slide27,3,5,0.4,0.6,1,1,0.0,1.0
Lecture 1,Slide28,0,0,0.0,1.0,0,0,0.0,1.0
Lecture 1,Slide29,4,13,0.6923076923076923,0.3076923076923077,0,0,0.0,1.0
Lecture 1,Slide3,6,8,0.25,0.75,1,1,0.0,1.0
Lecture 1,Slide30,6,9,0.3333333333333333,0.6666666666666666,1,2,0.5,0.5
Lecture 1,Slide31,2,4,0.5,0.5,2,2,0.0,1.0
Lecture 1,Slide32,1,7,0.8571428571428571,0.14285714285714285,1,1,0.0,1.0
Lecture 1,Slide33,1,11,0.9090909090909091,0.09090909090909091,2,2,0.0,1.0
Lecture 1,Slide34,6,9,0.3333333333333333,0.6666666666666666,1,3,0.6666666666666666,0.3333333333333333
Lecture 1,Slide35,6,11,0.45454545454545453,0.5454545454545454,1,1,0.0,1.0
Lecture 1,Slide36,5,14,0.6428571428571429,0.35714285714285715,0,1,1.0,0.0
Lecture 1,Slide37,1,6,0.8333333333333334,0.16666666666666666,1,2,0.5,0.5
Lecture 1,Slide38,9,12,0.25,0.75,1,2,0.5,0.5
Lecture 1,Slide39,10,12,0.16666666666666666,0.8333333333333334,0,1,1.0,0.0
Lecture 1,Slide4,3,10,0.7,0.3,1,2,0.5,0.5
Lecture 1,Slide40,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 1,Slide41,1,4,0.75,0.25,1,3,0.6666666666666666,0.3333333333333333
Lecture 1,Slide42,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 1,Slide43,9,9,0.0,1.0,1,2,0.5,0.5
Lecture 1,Slide44,3,4,0.25,0.75,3,5,0.4,0.6
Lecture 1,Slide45,6,10,0.4,0.6,1,1,0.0,1.0
Lecture 1,Slide46,7,9,0.2222222222222222,0.7777777777777778,1,1,0.0,1.0
Lecture 1,Slide47,3,7,0.5714285714285714,0.42857142857142855,0,0,0.0,1.0
Lecture 1,Slide48,9,12,0.25,0.75,2,2,0.0,1.0
Lecture 1,Slide49,6,9,0.3333333333333333,0.6666666666666666,1,1,0.0,1.0
Lecture 1,Slide5,1,4,0.75,0.25,2,2,0.0,1.0
Lecture 1,Slide50,6,15,0.6,0.4,2,2,0.0,1.0
Lecture 1,Slide6,6,8,0.25,0.75,1,2,0.5,0.5
Lecture 1,Slide7,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 1,Slide8,7,16,0.5625,0.4375,2,3,0.3333333333333333,0.6666666666666666
Lecture 1,Slide9,8,18,0.5555555555555556,0.4444444444444444,1,1,0.0,1.0
Lecture 10,Slide1,0,5,1.0,0.0,2,2,0.0,1.0
Lecture 10,Slide10,0,3,1.0,0.0,0,0,0.0,1.0
Lecture 10,Slide11,0,2,1.0,0.0,1,2,0.5,0.5
Lecture 10,Slide12,0,3,1.0,0.0,0,0,0.0,1.0
Lecture 10,Slide13,0,12,1.0,0.0,1,2,0.5,0.5
Lecture 10,Slide14,0,14,1.0,0.0,0,2,1.0,0.0
Lecture 10,Slide15,0,11,1.0,0.0,1,1,0.0,1.0
Lecture 10,Slide16,0,2,1.0,0.0,0,0,0.0,1.0
Lecture 10,Slide17,0,8,1.0,0.0,0,1,1.0,0.0
Lecture 10,Slide18,0,3,1.0,0.0,0,0,0.0,1.0
Lecture 10,Slide19,0,3,1.0,0.0,0,1,1.0,0.0
Lecture 10,Slide2,0,1,1.0,0.0,0,0,0.0,1.0
Lecture 10,Slide20,0,3,1.0,0.0,1,1,0.0,1.0
Lecture 10,Slide21,0,3,1.0,0.0,0,0,0.0,1.0
Lecture 10,Slide22,0,13,1.0,0.0,0,0,0.0,1.0
Lecture 10,Slide23,0,5,1.0,0.0,1,4,0.75,0.25
Lecture 10,Slide24,0,3,1.0,0.0,0,2,1.0,0.0
Lecture 10,Slide25,0,3,1.0,0.0,1,1,0.0,1.0
Lecture 10,Slide26,0,3,1.0,0.0,1,1,0.0,1.0
Lecture 10,Slide27,0,2,1.0,0.0,3,4,0.25,0.75
Lecture 10,Slide28,0,3,1.0,0.0,0,0,0.0,1.0
Lecture 10,Slide29,0,4,1.0,0.0,1,1,0.0,1.0
Lecture 10,Slide3,0,6,1.0,0.0,0,2,1.0,0.0
Lecture 10,Slide30,0,7,1.0,0.0,0,1,1.0,0.0
Lecture 10,Slide31,0,13,1.0,0.0,0,0,0.0,1.0
Lecture 10,Slide32,0,3,1.0,0.0,0,0,0.0,1.0
Lecture 10,Slide33,0,7,1.0,0.0,0,0,0.0,1.0
Lecture 10,Slide34,0,9,1.0,0.0,1,1,0.0,1.0
Lecture 10,Slide35,0,4,1.0,0.0,0,1,1.0,0.0
Lecture 10,Slide36,0,3,1.0,0.0,0,1,1.0,0.0
Lecture 10,Slide37,0,5,1.0,0.0,1,2,0.5,0.5
Lecture 10,Slide38,0,2,1.0,0.0,1,2,0.5,0.5
Lecture 10,Slide39,0,3,1.0,0.0,0,0,0.0,1.0
Lecture 10,Slide4,0,7,1.0,0.0,1,1,0.0,1.0
Lecture 10,Slide40,0,3,1.0,0.0,0,1,1.0,0.0
Lecture 10,Slide41,0,3,1.0,0.0,0,1,1.0,0.0
Lecture 10,Slide42,0,3,1.0,0.0,0,2,1.0,0.0
Lecture 10,Slide43,0,3,1.0,0.0,3,3,0.0,1.0
Lecture 10,Slide44,0,3,1.0,0.0,1,1,0.0,1.0
Lecture 10,Slide45,0,8,1.0,0.0,0,0,0.0,1.0
Lecture 10,Slide46,6,12,0.5,0.5,1,1,0.0,1.0
Lecture 10,Slide47,0,3,1.0,0.0,0,1,1.0,0.0
Lecture 10,Slide48,0,2,1.0,0.0,1,1,0.0,1.0
Lecture 10,Slide49,0,5,1.0,0.0,1,2,0.5,0.5
Lecture 10,Slide5,0,3,1.0,0.0,1,1,0.0,1.0
Lecture 10,Slide50,9,12,0.25,0.75,1,1,0.0,1.0
Lecture 10,Slide6,0,3,1.0,0.0,1,2,0.5,0.5
Lecture 10,Slide7,0,3,1.0,0.0,0,0,0.0,1.0
Lecture 10,Slide8,0,3,1.0,0.0,0,0,0.0,1.0
Lecture 10,Slide9,0,3,1.0,0.0,0,0,0.0,1.0
Lecture 11,Slide1,1,6,0.8333333333333334,0.16666666666666666,1,1,0.0,1.0
Lecture 11,Slide10,4,9,0.5555555555555556,0.4444444444444444,2,2,0.0,1.0
Lecture 11,Slide11,3,9,0.6666666666666666,0.3333333333333333,0,1,1.0,0.0
Lecture 11,Slide12,5,6,0.16666666666666666,0.8333333333333334,1,1,0.0,1.0
Lecture 11,Slide13,1,10,0.9,0.1,1,1,0.0,1.0
Lecture 11,Slide14,8,16,0.5,0.5,2,4,0.5,0.5
Lecture 11,Slide15,1,9,0.8888888888888888,0.1111111111111111,1,2,0.5,0.5
Lecture 11,Slide16,1,9,0.8888888888888888,0.1111111111111111,1,3,0.6666666666666666,0.3333333333333333
Lecture 11,Slide17,5,5,0.0,1.0,0,2,1.0,0.0
Lecture 11,Slide18,1,4,0.75,0.25,1,3,0.6666666666666666,0.3333333333333333
Lecture 11,Slide19,6,8,0.25,0.75,2,2,0.0,1.0
Lecture 11,Slide2,0,6,1.0,0.0,0,0,0.0,1.0
Lecture 11,Slide20,5,12,0.5833333333333334,0.4166666666666667,0,1,1.0,0.0
Lecture 11,Slide21,7,10,0.3,0.7,1,1,0.0,1.0
Lecture 11,Slide22,7,13,0.46153846153846156,0.5384615384615384,0,0,0.0,1.0
Lecture 11,Slide23,1,4,0.75,0.25,1,3,0.6666666666666666,0.3333333333333333
Lecture 11,Slide24,6,10,0.4,0.6,0,0,0.0,1.0
Lecture 11,Slide25,1,4,0.75,0.25,2,3,0.3333333333333333,0.6666666666666666
Lecture 11,Slide26,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 11,Slide27,9,11,0.18181818181818182,0.8181818181818182,4,5,0.2,0.8
Lecture 11,Slide28,3,7,0.5714285714285714,0.42857142857142855,1,3,0.6666666666666666,0.3333333333333333
Lecture 11,Slide29,1,4,0.75,0.25,1,3,0.6666666666666666,0.3333333333333333
Lecture 11,Slide3,8,9,0.1111111111111111,0.8888888888888888,1,1,0.0,1.0
Lecture 11,Slide30,3,5,0.4,0.6,1,2,0.5,0.5
Lecture 11,Slide31,10,11,0.09090909090909091,0.9090909090909091,2,2,0.0,1.0
Lecture 11,Slide32,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 11,Slide33,1,4,0.75,0.25,1,3,0.6666666666666666,0.3333333333333333
Lecture 11,Slide34,4,6,0.3333333333333333,0.6666666666666666,0,1,1.0,0.0
Lecture 11,Slide35,1,4,0.75,0.25,3,3,0.0,1.0
Lecture 11,Slide36,1,4,0.75,0.25,4,6,0.3333333333333333,0.6666666666666666
Lecture 11,Slide37,6,8,0.25,0.75,1,3,0.6666666666666666,0.3333333333333333
Lecture 11,Slide38,9,9,0.0,1.0,0,1,1.0,0.0
Lecture 11,Slide39,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 11,Slide4,1,4,0.75,0.25,1,4,0.75,0.25
Lecture 11,Slide40,7,9,0.2222222222222222,0.7777777777777778,1,2,0.5,0.5
Lecture 11,Slide41,1,4,0.75,0.25,1,4,0.75,0.25
Lecture 11,Slide42,1,3,0.6666666666666666,0.3333333333333333,1,2,0.5,0.5
Lecture 11,Slide43,9,11,0.18181818181818182,0.8181818181818182,0,0,0.0,1.0
Lecture 11,Slide44,7,9,0.2222222222222222,0.7777777777777778,1,2,0.5,0.5
Lecture 11,Slide45,6,12,0.5,0.5,1,2,0.5,0.5
Lecture 11,Slide46,4,7,0.42857142857142855,0.5714285714285714,1,1,0.0,1.0
Lecture 11,Slide47,9,12,0.25,0.75,2,3,0.3333333333333333,0.6666666666666666
Lecture 11,Slide48,1,9,0.8888888888888888,0.1111111111111111,2,4,0.5,0.5
Lecture 11,Slide49,1,4,0.75,0.25,3,5,0.4,0.6
Lecture 11,Slide5,1,4,0.75,0.25,2,4,0.5,0.5
Lecture 11,Slide50,7,9,0.2222222222222222,0.7777777777777778,1,1,0.0,1.0
Lecture 11,Slide51,1,3,0.6666666666666666,0.3333333333333333,1,2,0.5,0.5
Lecture 11,Slide52,5,6,0.16666666666666666,0.8333333333333334,1,2,0.5,0.5
Lecture 11,Slide53,1,3,0.6666666666666666,0.3333333333333333,1,3,0.6666666666666666,0.3333333333333333
Lecture 11,Slide54,5,7,0.2857142857142857,0.7142857142857143,1,2,0.5,0.5
Lecture 11,Slide55,4,7,0.42857142857142855,0.5714285714285714,1,2,0.5,0.5
Lecture 11,Slide56,5,7,0.2857142857142857,0.7142857142857143,1,2,0.5,0.5
Lecture 11,Slide57,5,13,0.6153846153846154,0.38461538461538464,1,2,0.5,0.5
Lecture 11,Slide58,9,14,0.35714285714285715,0.6428571428571429,1,2,0.5,0.5
Lecture 11,Slide59,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 11,Slide6,4,6,0.3333333333333333,0.6666666666666666,1,2,0.5,0.5
Lecture 11,Slide60,9,12,0.25,0.75,2,4,0.5,0.5
Lecture 11,Slide61,8,9,0.1111111111111111,0.8888888888888888,1,3,0.6666666666666666,0.3333333333333333
Lecture 11,Slide62,6,10,0.4,0.6,2,3,0.3333333333333333,0.6666666666666666
Lecture 11,Slide63,1,4,0.75,0.25,3,4,0.25,0.75
Lecture 11,Slide64,4,11,0.6363636363636364,0.36363636363636365,4,6,0.3333333333333333,0.6666666666666666
Lecture 11,Slide7,5,7,0.2857142857142857,0.7142857142857143,2,5,0.6,0.4
Lecture 11,Slide8,1,8,0.875,0.125,1,3,0.6666666666666666,0.3333333333333333
Lecture 11,Slide9,1,8,0.875,0.125,2,3,0.3333333333333333,0.6666666666666666
Lecture 12,Slide1,8,11,0.2727272727272727,0.7272727272727273,1,1,0.0,1.0
Lecture 12,Slide10,5,14,0.6428571428571429,0.35714285714285715,1,1,0.0,1.0
Lecture 12,Slide11,2,6,0.6666666666666666,0.3333333333333333,0,0,0.0,1.0
Lecture 12,Slide12,9,12,0.25,0.75,1,1,0.0,1.0
Lecture 12,Slide13,10,12,0.16666666666666666,0.8333333333333334,3,4,0.25,0.75
Lecture 12,Slide14,6,9,0.3333333333333333,0.6666666666666666,0,3,1.0,0.0
Lecture 12,Slide15,4,7,0.42857142857142855,0.5714285714285714,1,3,0.6666666666666666,0.3333333333333333
Lecture 12,Slide16,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 12,Slide17,9,11,0.18181818181818182,0.8181818181818182,1,2,0.5,0.5
Lecture 12,Slide18,1,4,0.75,0.25,1,4,0.75,0.25
Lecture 12,Slide19,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 12,Slide2,1,10,0.9,0.1,0,0,0.0,1.0
Lecture 12,Slide20,9,12,0.25,0.75,3,5,0.4,0.6
Lecture 12,Slide21,5,11,0.5454545454545454,0.45454545454545453,2,3,0.3333333333333333,0.6666666666666666
Lecture 12,Slide22,1,3,0.6666666666666666,0.3333333333333333,1,3,0.6666666666666666,0.3333333333333333
Lecture 12,Slide23,1,8,0.875,0.125,1,2,0.5,0.5
Lecture 12,Slide24,1,10,0.9,0.1,1,2,0.5,0.5
Lecture 12,Slide25,7,9,0.2222222222222222,0.7777777777777778,3,4,0.25,0.75
Lecture 12,Slide26,8,10,0.2,0.8,1,1,0.0,1.0
Lecture 12,Slide27,1,4,0.75,0.25,1,3,0.6666666666666666,0.3333333333333333
Lecture 12,Slide28,1,4,0.75,0.25,2,3,0.3333333333333333,0.6666666666666666
Lecture 12,Slide29,8,11,0.2727272727272727,0.7272727272727273,2,3,0.3333333333333333,0.6666666666666666
Lecture 12,Slide3,5,7,0.2857142857142857,0.7142857142857143,1,3,0.6666666666666666,0.3333333333333333
Lecture 12,Slide30,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 12,Slide31,8,10,0.2,0.8,1,2,0.5,0.5
Lecture 12,Slide32,1,10,0.9,0.1,1,3,0.6666666666666666,0.3333333333333333
Lecture 12,Slide33,7,10,0.3,0.7,1,3,0.6666666666666666,0.3333333333333333
Lecture 12,Slide34,1,4,0.75,0.25,1,3,0.6666666666666666,0.3333333333333333
Lecture 12,Slide35,1,4,0.75,0.25,3,5,0.4,0.6
Lecture 12,Slide36,6,8,0.25,0.75,0,1,1.0,0.0
Lecture 12,Slide37,1,2,0.5,0.5,1,4,0.75,0.25
Lecture 12,Slide38,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 12,Slide39,6,8,0.25,0.75,1,3,0.6666666666666666,0.3333333333333333
Lecture 12,Slide4,6,7,0.14285714285714285,0.8571428571428571,2,2,0.0,1.0
Lecture 12,Slide40,1,4,0.75,0.25,3,5,0.4,0.6
Lecture 12,Slide41,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 12,Slide42,11,12,0.08333333333333333,0.9166666666666666,1,2,0.5,0.5
Lecture 12,Slide43,1,4,0.75,0.25,4,5,0.2,0.8
Lecture 12,Slide44,9,15,0.4,0.6,1,1,0.0,1.0
Lecture 12,Slide45,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 12,Slide46,6,9,0.3333333333333333,0.6666666666666666,1,2,0.5,0.5
Lecture 12,Slide47,9,11,0.18181818181818182,0.8181818181818182,4,4,0.0,1.0
Lecture 12,Slide48,8,12,0.3333333333333333,0.6666666666666666,1,2,0.5,0.5
Lecture 12,Slide49,9,10,0.1,0.9,1,1,0.0,1.0
Lecture 12,Slide5,6,10,0.4,0.6,1,1,0.0,1.0
Lecture 12,Slide50,0,3,1.0,0.0,1,1,0.0,1.0
Lecture 12,Slide6,1,4,0.75,0.25,1,3,0.6666666666666666,0.3333333333333333
Lecture 12,Slide7,1,14,0.9285714285714286,0.07142857142857142,2,5,0.6,0.4
Lecture 12,Slide8,1,3,0.6666666666666666,0.3333333333333333,1,2,0.5,0.5
Lecture 12,Slide9,6,8,0.25,0.75,0,0,0.0,1.0
Lecture 13,Slide1,0,8,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide10,0,3,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide11,0,2,1.0,0.0,0,0,0.0,1.0
Lecture 13,Slide12,0,3,1.0,0.0,0,2,1.0,0.0
Lecture 13,Slide13,0,9,1.0,0.0,0,0,0.0,1.0
Lecture 13,Slide14,0,9,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide15,0,3,1.0,0.0,0,0,0.0,1.0
Lecture 13,Slide16,0,3,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide17,0,3,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide18,0,3,1.0,0.0,0,2,1.0,0.0
Lecture 13,Slide19,0,3,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide2,0,13,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide20,0,11,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide21,0,3,1.0,0.0,0,0,0.0,1.0
Lecture 13,Slide22,0,9,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide23,0,3,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide24,0,3,1.0,0.0,0,0,0.0,1.0
Lecture 13,Slide25,0,13,1.0,0.0,0,0,0.0,1.0
Lecture 13,Slide26,0,9,1.0,0.0,0,0,0.0,1.0
Lecture 13,Slide27,0,2,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide28,0,9,1.0,0.0,0,0,0.0,1.0
Lecture 13,Slide29,0,2,1.0,0.0,0,0,0.0,1.0
Lecture 13,Slide3,0,6,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide30,0,3,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide31,0,12,1.0,0.0,0,0,0.0,1.0
Lecture 13,Slide32,0,11,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide33,0,7,1.0,0.0,0,0,0.0,1.0
Lecture 13,Slide34,0,3,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide35,0,3,1.0,0.0,0,2,1.0,0.0
Lecture 13,Slide36,0,10,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide37,0,8,1.0,0.0,0,2,1.0,0.0
Lecture 13,Slide38,0,13,1.0,0.0,0,0,0.0,1.0
Lecture 13,Slide39,0,6,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide4,0,2,1.0,0.0,0,3,1.0,0.0
Lecture 13,Slide40,0,10,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide41,0,7,1.0,0.0,0,0,0.0,1.0
Lecture 13,Slide42,0,12,1.0,0.0,0,2,1.0,0.0
Lecture 13,Slide43,0,7,1.0,0.0,0,0,0.0,1.0
Lecture 13,Slide44,0,4,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide45,0,11,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide46,0,9,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide47,0,4,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide48,0,3,1.0,0.0,0,0,0.0,1.0
Lecture 13,Slide49,0,3,1.0,0.0,0,2,1.0,0.0
Lecture 13,Slide5,0,8,1.0,0.0,0,0,0.0,1.0
Lecture 13,Slide50,0,7,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide6,0,4,1.0,0.0,0,2,1.0,0.0
Lecture 13,Slide7,0,3,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide8,0,9,1.0,0.0,0,1,1.0,0.0
Lecture 13,Slide9,0,2,1.0,0.0,0,1,1.0,0.0
Lecture 14,Slide1,2,6,0.6666666666666666,0.3333333333333333,0,1,1.0,0.0
Lecture 14,Slide10,5,11,0.5454545454545454,0.45454545454545453,1,1,0.0,1.0
Lecture 14,Slide11,1,4,0.75,0.25,1,1,0.0,1.0
Lecture 14,Slide12,5,8,0.375,0.625,0,0,0.0,1.0
Lecture 14,Slide13,7,9,0.2222222222222222,0.7777777777777778,1,1,0.0,1.0
Lecture 14,Slide14,8,11,0.2727272727272727,0.7272727272727273,1,1,0.0,1.0
Lecture 14,Slide15,1,6,0.8333333333333334,0.16666666666666666,2,4,0.5,0.5
Lecture 14,Slide16,5,7,0.2857142857142857,0.7142857142857143,2,3,0.3333333333333333,0.6666666666666666
Lecture 14,Slide17,7,14,0.5,0.5,2,2,0.0,1.0
Lecture 14,Slide18,1,10,0.9,0.1,2,2,0.0,1.0
Lecture 14,Slide19,6,12,0.5,0.5,1,1,0.0,1.0
Lecture 14,Slide2,4,5,0.2,0.8,1,2,0.5,0.5
Lecture 14,Slide20,7,10,0.3,0.7,1,1,0.0,1.0
Lecture 14,Slide21,8,10,0.2,0.8,2,3,0.3333333333333333,0.6666666666666666
Lecture 14,Slide22,6,10,0.4,0.6,2,2,0.0,1.0
Lecture 14,Slide23,8,11,0.2727272727272727,0.7272727272727273,1,3,0.6666666666666666,0.3333333333333333
Lecture 14,Slide24,6,8,0.25,0.75,3,4,0.25,0.75
Lecture 14,Slide25,8,10,0.2,0.8,3,4,0.25,0.75
Lecture 14,Slide26,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 14,Slide27,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 14,Slide28,1,3,0.6666666666666666,0.3333333333333333,1,3,0.6666666666666666,0.3333333333333333
Lecture 14,Slide29,5,15,0.6666666666666666,0.3333333333333333,1,1,0.0,1.0
Lecture 14,Slide3,5,7,0.2857142857142857,0.7142857142857143,0,1,1.0,0.0
Lecture 14,Slide30,1,14,0.9285714285714286,0.07142857142857142,1,2,0.5,0.5
Lecture 14,Slide31,5,9,0.4444444444444444,0.5555555555555556,1,3,0.6666666666666666,0.3333333333333333
Lecture 14,Slide32,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 14,Slide33,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 14,Slide34,6,9,0.3333333333333333,0.6666666666666666,1,3,0.6666666666666666,0.3333333333333333
Lecture 14,Slide35,1,3,0.6666666666666666,0.3333333333333333,0,1,1.0,0.0
Lecture 14,Slide36,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 14,Slide37,1,5,0.8,0.2,2,3,0.3333333333333333,0.6666666666666666
Lecture 14,Slide38,5,8,0.375,0.625,0,3,1.0,0.0
Lecture 14,Slide39,1,4,0.75,0.25,0,1,1.0,0.0
Lecture 14,Slide4,8,12,0.3333333333333333,0.6666666666666666,1,3,0.6666666666666666,0.3333333333333333
Lecture 14,Slide40,1,10,0.9,0.1,1,2,0.5,0.5
Lecture 14,Slide41,1,12,0.9166666666666666,0.08333333333333333,1,4,0.75,0.25
Lecture 14,Slide42,1,3,0.6666666666666666,0.3333333333333333,1,2,0.5,0.5
Lecture 14,Slide43,10,11,0.09090909090909091,0.9090909090909091,1,2,0.5,0.5
Lecture 14,Slide44,1,4,0.75,0.25,1,3,0.6666666666666666,0.3333333333333333
Lecture 14,Slide45,1,8,0.875,0.125,0,0,0.0,1.0
Lecture 14,Slide46,1,4,0.75,0.25,2,4,0.5,0.5
Lecture 14,Slide47,5,11,0.5454545454545454,0.45454545454545453,0,2,1.0,0.0
Lecture 14,Slide48,5,15,0.6666666666666666,0.3333333333333333,1,1,0.0,1.0
Lecture 14,Slide49,1,4,0.75,0.25,2,3,0.3333333333333333,0.6666666666666666
Lecture 14,Slide5,1,8,0.875,0.125,1,2,0.5,0.5
Lecture 14,Slide50,3,3,0.0,1.0,0,1,1.0,0.0
Lecture 14,Slide51,8,10,0.2,0.8,2,3,0.3333333333333333,0.6666666666666666
Lecture 14,Slide52,7,9,0.2222222222222222,0.7777777777777778,0,2,1.0,0.0
Lecture 14,Slide53,6,9,0.3333333333333333,0.6666666666666666,2,2,0.0,1.0
Lecture 14,Slide54,1,2,0.5,0.5,3,4,0.25,0.75
Lecture 14,Slide55,4,10,0.6,0.4,2,3,0.3333333333333333,0.6666666666666666
Lecture 14,Slide56,1,3,0.6666666666666666,0.3333333333333333,1,3,0.6666666666666666,0.3333333333333333
Lecture 14,Slide57,4,8,0.5,0.5,2,3,0.3333333333333333,0.6666666666666666
Lecture 14,Slide58,1,7,0.8571428571428571,0.14285714285714285,1,1,0.0,1.0
Lecture 14,Slide59,7,10,0.3,0.7,2,2,0.0,1.0
Lecture 14,Slide6,1,11,0.9090909090909091,0.09090909090909091,2,3,0.3333333333333333,0.6666666666666666
Lecture 14,Slide60,1,3,0.6666666666666666,0.3333333333333333,2,2,0.0,1.0
Lecture 14,Slide7,5,6,0.16666666666666666,0.8333333333333334,1,3,0.6666666666666666,0.3333333333333333
Lecture 14,Slide8,1,4,0.75,0.25,1,3,0.6666666666666666,0.3333333333333333
Lecture 14,Slide9,1,13,0.9230769230769231,0.07692307692307693,1,2,0.5,0.5
Lecture 15,Slide1,6,8,0.25,0.75,1,2,0.5,0.5
Lecture 15,Slide10,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 15,Slide11,5,9,0.4444444444444444,0.5555555555555556,1,2,0.5,0.5
Lecture 15,Slide12,1,7,0.8571428571428571,0.14285714285714285,1,2,0.5,0.5
Lecture 15,Slide13,1,4,0.75,0.25,2,3,0.3333333333333333,0.6666666666666666
Lecture 15,Slide14,7,9,0.2222222222222222,0.7777777777777778,1,2,0.5,0.5
Lecture 15,Slide15,1,4,0.75,0.25,1,1,0.0,1.0
Lecture 15,Slide16,5,10,0.5,0.5,1,2,0.5,0.5
Lecture 15,Slide17,8,14,0.42857142857142855,0.5714285714285714,2,2,0.0,1.0
Lecture 15,Slide18,1,11,0.9090909090909091,0.09090909090909091,1,2,0.5,0.5
Lecture 15,Slide19,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 15,Slide2,7,10,0.3,0.7,4,4,0.0,1.0
Lecture 15,Slide20,1,10,0.9,0.1,1,1,0.0,1.0
Lecture 15,Slide21,8,12,0.3333333333333333,0.6666666666666666,2,4,0.5,0.5
Lecture 15,Slide22,1,10,0.9,0.1,1,2,0.5,0.5
Lecture 15,Slide23,7,10,0.3,0.7,1,3,0.6666666666666666,0.3333333333333333
Lecture 15,Slide24,1,11,0.9090909090909091,0.09090909090909091,1,1,0.0,1.0
