lecture,slide_id,model_name,num_concepts_run1,num_concepts_run2,num_triples_run1,num_triples_run2,concept_jaccard,triple_jaccard
Lecture 19,Slide27,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide27,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide27,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 19,Slide28,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide28,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide28,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide28,llava-hf__llava-onevision-qwen2-7b-ov-hf,7,7,0,0,1.0,1.0
Lecture 19,Slide29,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide29,Qwen__Qwen2-VL-7B-Instruct,1,1,1,1,1.0,1.0
Lecture 19,Slide29,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide29,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,1,1,1.0,1.0
Lecture 19,Slide3,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide3,Qwen__Qwen2-VL-7B-Instruct,3,3,1,1,1.0,1.0
Lecture 19,Slide3,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide3,llava-hf__llava-onevision-qwen2-7b-ov-hf,7,7,0,0,1.0,1.0
Lecture 19,Slide30,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide30,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide30,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide30,llava-hf__llava-onevision-qwen2-7b-ov-hf,9,9,0,0,1.0,1.0
Lecture 19,Slide31,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide31,Qwen__Qwen2-VL-7B-Instruct,5,5,0,0,1.0,1.0
Lecture 19,Slide31,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide31,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 19,Slide32,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide32,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide32,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide32,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 19,Slide33,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide33,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide33,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide33,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 19,Slide34,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide34,Qwen__Qwen2-VL-7B-Instruct,6,6,0,0,1.0,1.0
Lecture 19,Slide34,Qwen__Qwen3-VL-4B-Instruct,0,0,0,0,1.0,1.0
Lecture 19,Slide34,llava-hf__llava-onevision-qwen2-7b-ov-hf,9,9,0,0,1.0,1.0
Lecture 19,Slide35,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide35,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide35,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide35,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 19,Slide36,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide36,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide36,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide36,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,1,1,1.0,1.0
Lecture 19,Slide37,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide37,Qwen__Qwen2-VL-7B-Instruct,1,1,1,1,1.0,1.0
Lecture 19,Slide37,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide37,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 19,Slide38,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide38,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide38,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide38,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 19,Slide39,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide39,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide39,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide39,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 19,Slide4,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide4,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide4,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide4,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 19,Slide40,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide40,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide40,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide40,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 19,Slide41,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide41,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide41,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide41,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 19,Slide42,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide42,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide42,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide42,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,1,1,1.0,1.0
Lecture 19,Slide43,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide43,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide43,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide43,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 19,Slide44,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide44,Qwen__Qwen2-VL-7B-Instruct,5,5,0,0,1.0,1.0
Lecture 19,Slide44,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide44,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 19,Slide45,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide45,Qwen__Qwen2-VL-7B-Instruct,6,6,0,0,1.0,1.0
Lecture 19,Slide45,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide45,llava-hf__llava-onevision-qwen2-7b-ov-hf,6,6,1,1,1.0,1.0
Lecture 19,Slide46,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide46,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide46,Qwen__Qwen3-VL-4B-Instruct,4,4,0,0,1.0,1.0
Lecture 19,Slide46,llava-hf__llava-onevision-qwen2-7b-ov-hf,7,7,1,1,1.0,1.0
Lecture 19,Slide47,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide47,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide47,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide47,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 19,Slide48,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide48,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide48,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide48,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,1,1,1.0,1.0
Lecture 19,Slide49,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide49,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide49,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide49,llava-hf__llava-onevision-qwen2-7b-ov-hf,9,9,0,0,1.0,1.0
Lecture 19,Slide5,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide5,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide5,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide5,llava-hf__llava-onevision-qwen2-7b-ov-hf,9,9,1,1,1.0,1.0
Lecture 19,Slide50,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide50,Qwen__Qwen2-VL-7B-Instruct,1,1,1,1,1.0,1.0
Lecture 19,Slide50,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide50,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 19,Slide51,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide51,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide51,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide51,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 19,Slide52,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide52,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide52,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide52,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,1,1,1.0,1.0
Lecture 19,Slide53,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide53,Qwen__Qwen2-VL-7B-Instruct,0,0,0,0,1.0,1.0
Lecture 19,Slide53,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide53,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 19,Slide54,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide54,Qwen__Qwen2-VL-7B-Instruct,3,3,0,0,1.0,1.0
Lecture 19,Slide54,Qwen__Qwen3-VL-4B-Instruct,7,7,0,0,1.0,1.0
Lecture 19,Slide54,llava-hf__llava-onevision-qwen2-7b-ov-hf,3,3,0,0,1.0,1.0
Lecture 19,Slide55,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide55,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide55,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide55,llava-hf__llava-onevision-qwen2-7b-ov-hf,4,4,0,0,1.0,1.0
Lecture 19,Slide6,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide6,Qwen__Qwen2-VL-7B-Instruct,6,6,0,0,1.0,1.0
Lecture 19,Slide6,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide6,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,1,1,1.0,1.0
Lecture 19,Slide7,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide7,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide7,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide7,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 19,Slide8,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide8,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide8,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide8,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 19,Slide9,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 19,Slide9,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide9,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 19,Slide9,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 2,Slide1,OpenGVLab__InternVL3-14B,4,4,2,2,1.0,1.0
Lecture 2,Slide1,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide1,Qwen__Qwen3-VL-4B-Instruct,1,1,2,2,1.0,1.0
Lecture 2,Slide1,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 2,Slide10,OpenGVLab__InternVL3-14B,7,7,0,0,1.0,1.0
Lecture 2,Slide10,Qwen__Qwen2-VL-7B-Instruct,5,5,0,0,1.0,1.0
Lecture 2,Slide10,Qwen__Qwen3-VL-4B-Instruct,4,4,0,0,1.0,1.0
Lecture 2,Slide10,llava-hf__llava-onevision-qwen2-7b-ov-hf,6,6,1,1,1.0,1.0
Lecture 2,Slide11,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 2,Slide11,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide11,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide11,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 2,Slide12,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 2,Slide12,Qwen__Qwen2-VL-7B-Instruct,6,6,0,0,1.0,1.0
Lecture 2,Slide12,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide12,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 2,Slide13,OpenGVLab__InternVL3-14B,6,6,0,0,1.0,1.0
Lecture 2,Slide13,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide13,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide13,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,1,1,1.0,1.0
Lecture 2,Slide14,OpenGVLab__InternVL3-14B,5,5,0,0,1.0,1.0
Lecture 2,Slide14,Qwen__Qwen2-VL-7B-Instruct,3,3,0,0,1.0,1.0
Lecture 2,Slide14,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide14,llava-hf__llava-onevision-qwen2-7b-ov-hf,7,7,1,1,1.0,1.0
Lecture 2,Slide15,OpenGVLab__InternVL3-14B,11,11,0,0,1.0,1.0
Lecture 2,Slide15,Qwen__Qwen2-VL-7B-Instruct,9,9,0,0,1.0,1.0
Lecture 2,Slide15,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide15,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,1,1,1.0,1.0
Lecture 2,Slide16,OpenGVLab__InternVL3-14B,8,8,0,0,1.0,1.0
Lecture 2,Slide16,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide16,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide16,llava-hf__llava-onevision-qwen2-7b-ov-hf,8,8,0,0,1.0,1.0
Lecture 2,Slide17,OpenGVLab__InternVL3-14B,4,4,0,0,1.0,1.0
Lecture 2,Slide17,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide17,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide17,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,1,1,1.0,1.0
Lecture 2,Slide18,OpenGVLab__InternVL3-14B,3,3,2,2,1.0,1.0
Lecture 2,Slide18,Qwen__Qwen2-VL-7B-Instruct,2,2,0,0,1.0,1.0
Lecture 2,Slide18,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide18,llava-hf__llava-onevision-qwen2-7b-ov-hf,3,3,1,1,1.0,1.0
Lecture 2,Slide19,OpenGVLab__InternVL3-14B,2,2,2,2,1.0,1.0
Lecture 2,Slide19,Qwen__Qwen2-VL-7B-Instruct,3,3,0,0,1.0,1.0
Lecture 2,Slide19,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide19,llava-hf__llava-onevision-qwen2-7b-ov-hf,3,3,0,0,1.0,1.0
Lecture 2,Slide2,OpenGVLab__InternVL3-14B,0,0,0,0,1.0,1.0
Lecture 2,Slide2,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide2,Qwen__Qwen3-VL-4B-Instruct,0,0,0,0,1.0,1.0
Lecture 2,Slide2,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 2,Slide20,OpenGVLab__InternVL3-14B,4,4,0,0,1.0,1.0
Lecture 2,Slide20,Qwen__Qwen2-VL-7B-Instruct,5,5,0,0,1.0,1.0
Lecture 2,Slide20,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide20,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 2,Slide21,OpenGVLab__InternVL3-14B,6,6,0,0,1.0,1.0
Lecture 2,Slide21,Qwen__Qwen2-VL-7B-Instruct,5,5,0,0,1.0,1.0
Lecture 2,Slide21,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide21,llava-hf__llava-onevision-qwen2-7b-ov-hf,6,6,0,0,1.0,1.0
Lecture 2,Slide22,OpenGVLab__InternVL3-14B,8,8,1,1,1.0,1.0
Lecture 2,Slide22,Qwen__Qwen2-VL-7B-Instruct,10,10,0,0,1.0,1.0
Lecture 2,Slide22,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide22,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,1,1,1.0,1.0
Lecture 2,Slide23,OpenGVLab__InternVL3-14B,5,5,0,0,1.0,1.0
Lecture 2,Slide23,Qwen__Qwen2-VL-7B-Instruct,5,5,0,0,1.0,1.0
Lecture 2,Slide23,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide23,llava-hf__llava-onevision-qwen2-7b-ov-hf,8,8,1,1,1.0,1.0
Lecture 2,Slide24,OpenGVLab__InternVL3-14B,9,9,0,0,1.0,1.0
Lecture 2,Slide24,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide24,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide24,llava-hf__llava-onevision-qwen2-7b-ov-hf,12,12,1,1,1.0,1.0
Lecture 2,Slide25,OpenGVLab__InternVL3-14B,8,8,0,0,1.0,1.0
Lecture 2,Slide25,Qwen__Qwen2-VL-7B-Instruct,4,4,1,1,1.0,1.0
Lecture 2,Slide25,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide25,llava-hf__llava-onevision-qwen2-7b-ov-hf,8,8,1,1,1.0,1.0
Lecture 2,Slide26,OpenGVLab__InternVL3-14B,8,8,0,0,1.0,1.0
Lecture 2,Slide26,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide26,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide26,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 2,Slide27,OpenGVLab__InternVL3-14B,4,4,1,1,1.0,1.0
Lecture 2,Slide27,Qwen__Qwen2-VL-7B-Instruct,6,6,0,0,1.0,1.0
Lecture 2,Slide27,Qwen__Qwen3-VL-4B-Instruct,1,1,1,1,1.0,1.0
Lecture 2,Slide27,llava-hf__llava-onevision-qwen2-7b-ov-hf,6,6,0,0,1.0,1.0
Lecture 2,Slide28,OpenGVLab__InternVL3-14B,6,6,3,3,1.0,1.0
Lecture 2,Slide28,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide28,Qwen__Qwen3-VL-4B-Instruct,1,1,1,1,1.0,1.0
Lecture 2,Slide28,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,1,1,1.0,1.0
Lecture 2,Slide29,OpenGVLab__InternVL3-14B,2,2,2,2,1.0,1.0
Lecture 2,Slide29,Qwen__Qwen2-VL-7B-Instruct,2,2,0,0,1.0,1.0
Lecture 2,Slide29,Qwen__Qwen3-VL-4B-Instruct,4,4,1,1,1.0,1.0
Lecture 2,Slide29,llava-hf__llava-onevision-qwen2-7b-ov-hf,2,2,1,1,1.0,1.0
Lecture 2,Slide3,OpenGVLab__InternVL3-14B,2,2,2,2,1.0,1.0
Lecture 2,Slide3,Qwen__Qwen2-VL-7B-Instruct,6,6,0,0,1.0,1.0
Lecture 2,Slide3,Qwen__Qwen3-VL-4B-Instruct,4,4,0,0,1.0,1.0
Lecture 2,Slide3,llava-hf__llava-onevision-qwen2-7b-ov-hf,6,6,0,0,1.0,1.0
Lecture 2,Slide30,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 2,Slide30,Qwen__Qwen2-VL-7B-Instruct,8,8,0,0,1.0,1.0
Lecture 2,Slide30,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide30,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 2,Slide31,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 2,Slide31,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide31,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide31,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,1,1,1.0,1.0
Lecture 2,Slide32,OpenGVLab__InternVL3-14B,4,4,4,4,1.0,1.0
Lecture 2,Slide32,Qwen__Qwen2-VL-7B-Instruct,0,0,0,0,1.0,1.0
Lecture 2,Slide32,Qwen__Qwen3-VL-4B-Instruct,0,0,2,2,1.0,1.0
Lecture 2,Slide32,llava-hf__llava-onevision-qwen2-7b-ov-hf,4,4,0,0,1.0,1.0
Lecture 2,Slide33,OpenGVLab__InternVL3-14B,7,7,0,0,1.0,1.0
Lecture 2,Slide33,Qwen__Qwen2-VL-7B-Instruct,8,8,0,0,1.0,1.0
Lecture 2,Slide33,Qwen__Qwen3-VL-4B-Instruct,3,3,3,3,1.0,1.0
Lecture 2,Slide33,llava-hf__llava-onevision-qwen2-7b-ov-hf,3,3,1,1,1.0,1.0
Lecture 2,Slide34,OpenGVLab__InternVL3-14B,7,7,0,0,1.0,1.0
Lecture 2,Slide34,Qwen__Qwen2-VL-7B-Instruct,5,5,0,0,1.0,1.0
Lecture 2,Slide34,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide34,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 2,Slide35,OpenGVLab__InternVL3-14B,7,7,0,0,1.0,1.0
Lecture 2,Slide35,Qwen__Qwen2-VL-7B-Instruct,9,9,0,0,1.0,1.0
Lecture 2,Slide35,Qwen__Qwen3-VL-4B-Instruct,5,5,0,0,1.0,1.0
Lecture 2,Slide35,llava-hf__llava-onevision-qwen2-7b-ov-hf,8,8,0,0,1.0,1.0
Lecture 2,Slide36,OpenGVLab__InternVL3-14B,3,3,3,3,1.0,1.0
Lecture 2,Slide36,Qwen__Qwen2-VL-7B-Instruct,3,3,0,0,1.0,1.0
Lecture 2,Slide36,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide36,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,1,1,1.0,1.0
Lecture 2,Slide37,OpenGVLab__InternVL3-14B,6,6,0,0,1.0,1.0
Lecture 2,Slide37,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide37,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide37,llava-hf__llava-onevision-qwen2-7b-ov-hf,6,6,1,1,1.0,1.0
Lecture 2,Slide38,OpenGVLab__InternVL3-14B,4,4,0,0,1.0,1.0
Lecture 2,Slide38,Qwen__Qwen2-VL-7B-Instruct,3,3,0,0,1.0,1.0
Lecture 2,Slide38,Qwen__Qwen3-VL-4B-Instruct,6,6,0,0,1.0,1.0
Lecture 2,Slide38,llava-hf__llava-onevision-qwen2-7b-ov-hf,3,3,0,0,1.0,1.0
Lecture 2,Slide39,OpenGVLab__InternVL3-14B,4,4,1,1,1.0,1.0
Lecture 2,Slide39,Qwen__Qwen2-VL-7B-Instruct,6,6,0,0,1.0,1.0
Lecture 2,Slide39,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 2,Slide39,llava-hf__llava-onevision-qwen2-7b-ov-hf,4,4,0,0,1.0,1.0
Lecture 2,Slide4,OpenGVLab__InternVL3-14B,5,5,2,2,1.0,1.0
Lecture 2,Slide4,Qwen__Qwen2-VL-7B-Instruct,0,0,0,0,1.0,1.0
Lecture 2,Slide4,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
